id_inscripcion,curso,edad,provincia,nivel_educativo,trabaja,horas_trabajo_semanales,experiencia_previa,modalidad_pago,precio_pagado_ars,precio_pagado_usd,dispositivo_principal,hora_inscripcion,logins_semana_1,logins_semana_2,segundos_video_vistos,mensajes_foro,entregas_a_tiempo,nota_primera_entrega,dias_desde_ultimo_login,logins_semana_6,encuesta_salida_completada,abandono
L02762,Python Inicial,27,Buenos Aires,Terciario,No,0.0,Si,Cuotas,298000,251.7,Celular,2,0,3,74998,1,1,,9,0,Si,1
L01054,Marketing Digital,23,Cordoba,Universitario,No,0.0,No,Cuotas,318000,260.0,Celular,16,2,4,81609,1,1,8.8,1,1,No,0
L01157,Programacion Web,45,Santa Fe,Secundario,No,0.0,No,Cuotas,499000,432.1,Computadora,0,3,1,14624,0,0,,2,1,No,0
L02562,Programacion Web,17,CABA,Universitario,No,0.0,No,Cuotas,533000,440.8,Computadora,0,2,2,87485,2,1,7.6,0,2,No,0
L00928,Programacion Web,20,Otra,Terciario,Si,,No,Cuotas,523000,444.8,Computadora,1,3,2,10658,1,1,,13,0,Si,1
L00817,Python Inicial,30,Buenos Aires,Posgrado,No,0.0,No,Pago unico,222000,185.3,Computadora,19,9,2,109410,0,2,6.7,1,5,No,0
L02739,Programacion Web,30,Otra,Universitario,Si,38.0,No,Pago unico,412000,330.3,Tablet,5,4,2,123156,5,1,7.2,1,8,No,0
L03150,Producto Digital,44,Buenos Aires,Universitario,Si,43.0,No,Pago unico,317000,263.4,Celular,13,1,0,42601,0,1,6.5,3,3,No,0
L01949,Python Inicial,38,Buenos Aires,Secundario,Si,42.0,Si,Cuotas,293000,245.4,Computadora,5,2,2,116229,0,1,9.0,2,5,No,0
L01138,Marketing Digital,29,Cordoba,Universitario,Si,28.0,No,Cuotas,333000,283.1,Celular,10,1,2,85756,3,1,3.9,3,1,No,0
L02291,UX/UI,29,CABA,Terciario,No,0.0,No,Pago unico,367000,299.0,Computadora,10,2,1,74445,1,1,7.5,2,2,No,0
L02888,Producto Digital,29,Cordoba,Universitario,No,0.0,No,Pago unico,310000,268.4,Celular,5,3,1,0,1,1,7.2,4,1,No,0
L01237,UX/UI,29,Buenos Aires,Universitario,Si,33.0,No,Pago unico,344000,281.1,Computadora,8,0,1,30079,0,0,,5,1,No,0
L00999,Programacion Web,45,Buenos Aires,Secundario,No,0.0,No,Pago unico,449000,368.8,Celular,14,4,1,77056,1,1,5.4,10,0,No,1
L00242,Producto  Digital,28,Buenos Aires,Universitario,No,0.0,Si,Pago unico,342000,281.0,Computadora,4,3,3,90554,1,2,8.2,4,3,No,0
L00731,UX/UI,38,CABA,Universitario,No,0.0,Si,Beca,68000,58.1,Celular,20,2,1,30990,0,1,,2,1,No,0
L02317,UX/UI,35,Cordoba,Universitario,No,0.0,Si,Cuotas,443000,359.7,Celular,3,6,5,222768,5,2,8.9,1,7,No,0
L01067,Programación Web,18,Mendoza,Terciario,No,0.0,Si,Pago unico,425000,354.2,Celular,19,2,4,129611,7,1,10.0,1,0,No,0
L01262,Marketing Digital,27,Otra,Terciario,No,0.0,No,Cuotas,344000,281.0,Computadora,18,3,5,59151,0,2,9.5,4,3,No,0
L01413,Data Analytics,27,Santa Fe,Universitario,Si,46.0,No,Beca,92000,79.1,Tablet,16,4,2,70520,1,2,,1,2,No,0
L01102,python inicial,17,Cordoba,Terciario,No,0.0,Si,Beca,8000,6.7,Computadora,10,2,3,153388,0,2,7.0,1,0,No,1
L01164,Data Analytics,45,Otra,Secundario,No,0.0,No,Cuotas,475000,408.6,Computadora,0,4,4,89911,2,1,7.4,2,0,No,0
L01254,Marketing Digital,30,CABA,Terciario,No,0.0,Si,Cuotas,319000,257.3,Computadora,13,7,3,120683,4,2,9.5,0,7,No,0
L01410,Programacion Web,18,Buenos Aires,Secundario,No,0.0,No,Cuotas,492000,410.3,Computadora,22,1,1,85216,0,0,,14,0,Si,1
L01479,Python Inicial,17,CABA,Secundario,No,0.0,Si,Cuotas,263000,224.1,Celular,6,12,4,128055,1,2,8.6,0,5,No,0
L02998,Python Inicial,31,Otra,Posgrado,Si,41.0,Si,Cuotas,293000,236.9,Tablet,16,6,7,116557,2,2,8.6,1,6,No,0
L00818,Python Inicial,33,CABA,Universitario,Si,43.0,No,Pago unico,225000,183.1,Computadora,14,5,1,63309,1,1,,3,1,No,0
L00649,Python Inicial,34,Buenos Aires,Terciario,Si,42.0,Si,Cuotas,270000,234.5,Computadora,12,3,4,159106,1,1,6.9,1,7,No,0
L02072,Data Analytics,41,CABA,Posgrado,No,0.0,Si,Pago unico,371000,314.1,Computadora,4,5,6,102335,2,2,8.1,0,2,No,0
L01450,Marketing Digital,34,CABA,Secundario,Si,41.0,No,Cuotas,324000,261.2,Computadora,6,3,3,72864,1,1,6.1,0,2,No,0
L00172,programacion web,31,Cordoba,Terciario,No,0.0,No,Pago unico,437000,370.6,Computadora,16,5,6,70201,1,2,5.2,1,4,No,0
L01287,marketing digital,54,Cordoba,Secundario,Si,31.0,No,Cuotas,351000,298.8,Computadora,3,2,4,133769,2,2,6.9,4,4,No,0
L02091,Producto Digital,39,Buenos Aires,Universitario,Si,44.0,No,Cuotas,398000,332.8,Tablet,15,6,5,48780,2,2,6.7,2,3,No,0
L01643,Marketing Digital,20,Mendoza,Universitario,No,0.0,Si,Pago unico,293000,252.9,Celular,3,6,3,115736,1,0,5.1,0,3,No,0
L02261,Data Analytics,21,Buenos Aires,Terciario,Si,40.0,No,Cuotas,458000,388.4,Computadora,23,3,1,99269,2,1,6.4,11,0,No,1
L01912,Data Analytics,37,CABA,Secundario,Si,26.0,No,Cuotas,475000,395.8,Computadora,1,3,4,148389,0,2,9.1,0,4,No,0
L01588,Programacion Web,23,Otra,Universitario,No,0.0,Si,Cuotas,538000,463.6,Tablet,6,3,5,99019,0,2,7.0,1,3,No,0
L01148,Programacion Web,34,CABA,Secundario,Si,27.0,No,Cuotas,503000,428.7,Computadora,23,2,0,0,0,0,,14,1,Si,1
L00143,Data Analytics,36,CABA,Posgrado,Si,31.0,Si,Cuotas,456000,391.5,Celular,1,4,1,56744,1,1,10.0,3,2,No,0
L01424,Python Inicial,26,CABA,Terciario,No,0.0,Si,Beca,34000,27.5,Computadora,22,3,3,103269,2,1,6.7,9,9,No,0
L01063,Marketing Digital,27,CABA,Universitario,Si,54.0,No,Pago unico,294000,241.4,Celular,21,3,2,48686,0,1,6.8,3,1,No,1
L00340,Producto Digital,29,CABA,Terciario,No,0.0,No,Beca,74000,59.8,Tablet,21,1,3,85262,0,0,,4,3,No,0
L02131,Producto Digital,34,Buenos Aires,Posgrado,No,0.0,No,Beca,12000,10.3,Computadora,6,8,2,40876,2,0,7.6,0,3,No,0
L01653,Marketing Digital,31,Buenos Aires,Secundario,Si,22.0,No,Pago unico,290000,246.6,Computadora,3,5,3,138800,1,1,9.9,2,3,No,0
L03187,Producto Digital,17,Mendoza,Universitario,No,0.0,No,Pago unico,319000,266.4,Computadora,23,5,4,121335,2,2,9.0,2,2,No,0
L00722,Mkt Digital,38,CABA,Universitario,Si,27.0,No,Cuotas,356000,304.4,Computadora,6,3,4,61143,0,0,,4,0,Si,1
L01794,python inicial,52,CABA,Terciario,No,0.0,Si,Pago unico,222000,180.5,Computadora,2,4,5,138701,1,1,7.8,0,5,No,0
L00942,Producto Digital,22,Buenos Aires,Terciario,Si,45.0,No,Pago unico,310000,269.4,Celular,12,7,3,111391,2,1,7.8,0,4,No,0
L01384,Programacion Web,31,CABA,Terciario,No,0.0,Si,Beca,91000,74.5,Celular,20,4,6,133471,3,2,8.1,2,0,No,1
L01685,Programacion Web,34,Buenos Aires,Universitario,No,0.0,Si,Pago unico,435000,372.1,Computadora,21,9,5,205036,7,2,8.5,0,8,No,0
L02177,Python Inicial,37,Buenos Aires,Universitario,No,0.0,No,Cuotas,294000,251.0,Computadora,16,4,1,70522,1,1,,0,2,No,0
L02135,python inicial,21,Buenos Aires,Universitario,Si,25.0,Si,Cuotas,262000,226.0,Celular,20,2,3,97805,1,1,,1,0,No,1
L02706,Programacion Web,49,Otra,Terciario,Si,25.0,No,Pago unico,438000,362.7,Computadora,1,7,0,186655,5,2,7.0,1,7,No,0
L00278,Data Analytics,31,CABA,Universitario,No,0.0,No,Beca,29000,24.1,Computadora,2,1,3,70709,0,1,4.9,6,3,No,0
L01441,Data Analytics,39,Santa Fe,Universitario,Si,46.0,No,Beca,69000,59.3,Computadora,22,5,0,246,1,0,,7,0,Si,1
L00217,Programacion Web,25,CABA,Secundario,No,0.0,No,Pago unico,435000,355.9,Computadora,1,4,6,109451,2,1,7.9,6,4,No,0
L02797,Python Inicial,30,Cordoba,Secundario,No,0.0,Si,Cuotas,277000,235.7,Computadora,13,5,0,86676,2,1,6.6,1,5,No,0
L00570,producto digital,47,Buenos Aires,Terciario,Si,37.0,Si,Cuotas,406000,335.2,Computadora,13,9,11,89065,1,1,6.8,1,2,No,0
L03036,Python Inicial,20,Mendoza,Universitario,No,0.0,No,Cuotas,271000,221.3,Computadora,6,4,1,84679,1,0,8.8,0,2,No,0
L00322,Python Inicial,39,CABA,Terciario,Si,53.0,No,Cuotas,263000,226.2,Computadora,1,9,0,116371,1,2,6.3,2,6,No,0
L00418,UX/UI,37,Buenos Aires,Terciario,Si,32.0,No,Pago unico,339000,293.9,Celular,18,7,3,115090,1,1,7.4,3,11,No,0
L02646,Programacion Web,49,Buenos Aires,Universitario,Si,54.0,No,Cuotas,522000,419.5,Celular,15,8,5,67198,2,1,9.1,2,6,No,0
L01613,Programacion Web,33,Otra,Posgrado,No,0.0,No,Cuotas,489000,407.1,Computadora,19,3,1,48475,0,1,2.3,6,8,No,0
L02484,Programacion Web,21,Buenos Aires,Terciario,No,0.0,Si,Pago unico,421000,336.9,Computadora,11,4,2,88919,0,1,,6,2,No,0
L02043,Programacion Web,29,Buenos Aires,Terciario,No,0.0,Si,Cuotas,551000,478.2,Computadora,23,4,1,25057,0,1,,7,0,No,1
L02934,Programacion Web,27,CABA,Universitario,No,0.0,Si,Pago unico,448000,367.5,Computadora,4,6,3,125688,3,2,7.9,1,1,No,0
L01234,Python Inicial,17,Buenos Aires,Universitario,No,0.0,No,Pago unico,223000,190.8,Celular,12,4,2,52416,0,2,,1,4,No,0
L00793,UX/UI,26,CABA,Terciario,No,0.0,No,Pago unico,370000,304.1,Celular,16,4,4,84429,2,2,5.9,4,1,Si,1
L01763,Python Inicial,21,CABA,Terciario,No,0.0,Si,Pago unico,230000,198.7,Computadora,13,10,5,172045,2,2,8.6,0,7,No,0
L02529,Programacion Web,31,Otra,Universitario,No,0.0,No,Pago unico,441000,366.6,Celular,10,3,3,136798,2,1,7.7,1,6,No,0
L02269,Marketing Digital,23,Buenos Aires,Terciario,Si,40.0,Si,Pago unico,266000,224.5,Computadora,9,3,0,51540,2,0,6.4,8,1,Si,1
L03156,Producto Digital,17,Santa Fe,Universitario,Si,39.0,No,Cuotas,380000,319.6,Celular,1,2,1,0,0,0,,6,1,No,1
L01482,Data Analytics,31,CABA,Universitario,No,0.0,No,Cuotas,431000,368.5,Computadora,3,2,2,77605,1,2,,3,4,No,0
L00978,Programacion Web,42,Buenos Aires,Universitario,Si,46.0,Si,Beca,133000,115.5,Celular,22,1,1,39460,1,1,4.8,0,0,Si,1
L00796,Python Inicial,37,Cordoba,Universitario,No,0.0,No,Cuotas,285000,236.1,Celular,10,2,2,53827,1,1,6.4,1,0,Si,1
L02007,UX/UI,26,Buenos Aires,Secundario,No,0.0,No,Cuotas,445000,368.0,Computadora,5,4,2,57426,0,1,,13,1,Si,1
L02445,Programacion Web,38,Buenos Aires,Universitario,No,0.0,Si,Pago unico,454000,386.1,Computadora,8,0,5,55605,0,2,6.9,1,0,No,0
L02227,Producto Digital,50,Mendoza,Universitario,Si,27.0,No,Cuotas,361000,306.9,Celular,8,2,1,63616,0,0,7.4,2,3,No,0
L00925,Marketing Digital,35,Buenos Aires,Secundario,Si,31.0,No,Cuotas,316000,265.2,Computadora,4,4,7,111919,4,2,9.6,3,5,No,0
L01979,Marketing Digital,23,CABA,Secundario,Si,26.0,No,Cuotas,328000,283.0,Celular,5,1,1,20579,0,0,4.1,3,2,No,0
L02509,Data Analytics,33,CABA,Posgrado,No,0.0,No,Cuotas,426000,368.6,Celular,11,8,4,169625,0,2,7.3,3,3,No,0
L01499,Programacion Web,40,CABA,Universitario,Si,27.0,No,Cuotas,511000,412.1,Computadora,0,5,9,57674,1,2,6.5,4,10,No,0
L00175,Producto Digital,33,Buenos Aires,Terciario,Si,39.0,No,Beca,50000,42.3,Celular,12,2,1,0,0,0,5.1,14,0,No,1
L02916,UX / UI,23,CABA,Secundario,No,0.0,No,Pago unico,332000,278.5,Computadora,12,4,1,92631,1,2,,0,4,No,0
L01310,Programacion Web,43,Buenos Aires,Secundario,Si,29.0,Si,Beca,132000,108.1,Celular,14,1,2,44167,1,1,,1,0,Si,1
L00379,Programacion Web,30,CABA,Secundario,No,0.0,No,Pago unico,453000,366.6,Computadora,20,7,9,117309,0,1,8.8,8,5,No,0
L01638,UX/UI,34,Santa Fe,Universitario,Si,43.0,No,Beca,106000,89.4,Computadora,15,2,3,60515,3,0,4.8,4,0,Si,1
L02411,Programacion Web,28,Buenos Aires,Posgrado,No,0.0,No,Pago unico,455000,390.6,Computadora,19,14,3,192395,4,2,9.0,1,7,No,0
L00836,Data Analytics,20,Buenos Aires,Universitario,No,0.0,Si,Cuotas,424000,343.0,Celular,11,9,7,145714,2,2,6.4,2,6,No,0
L00355,Data Analytics,20,Buenos Aires,Posgrado,No,0.0,No,Cuotas,423000,345.7,Computadora,7,7,10,196390,2,2,7.9,0,5,No,0
L02609,UX/UI,17,Otra,Secundario,No,0.0,Si,Cuotas,429000,354.5,Computadora,2,4,5,115670,3,1,5.7,5,3,No,0
L00173,UX/UI,24,Santa Fe,Secundario,Si,,No,Cuotas,415000,355.8,Computadora,9,3,0,39987,1,1,7.4,4,0,Si,1
L00124,Programacion Web,31,CABA,Secundario,Si,39.0,Si,Cuotas,537000,446.8,Celular,1,4,0,74156,1,1,5.8,2,1,No,0
L01142,Producto Digital,62,CABA,Secundario,Si,50.0,No,Cuotas,407000,339.9,Computadora,5,5,6,152649,0,2,6.2,2,0,Si,1
L02793,Python Inicial,17,Otra,Universitario,No,0.0,Si,Cuotas,288000,246.7,Computadora,17,5,4,185562,3,2,6.3,0,6,No,0
L01146,Marketing Digital,35,CABA,Terciario,Si,,Si,Pago unico,265000,217.7,Tablet,14,6,3,119223,0,2,6.6,1,3,No,0
L02263,Python Inicial,49,CABA,Universitario,Si,40.0,Si,Cuotas,278000,229.7,Computadora,2,0,1,48972,2,2,6.4,8,3,No,0
L02501,Programacion Web,42,Mendoza,Secundario,No,0.0,No,Cuotas,517000,426.1,Computadora,20,5,1,60277,2,2,5.5,3,3,No,0
L02496,Python Inicial,36,Buenos Aires,Universitario,Si,49.0,No,Cuotas,262000,225.5,Computadora,5,1,2,87897,2,1,,1,3,No,0
L02857,Data Analytics,37,Buenos Aires,Universitario,No,0.0,Si,Cuotas,443000,378.2,Tablet,13,7,5,115588,2,2,9.0,4,3,No,0
L00759,Producto Digital,20,Mendoza,Universitario,No,0.0,No,Cuotas,389000,328.5,Celular,13,5,3,54510,0,1,5.4,7,0,Si,1
L01349,Programacion Web,30,CABA,Terciario,No,0.0,No,Pago unico,417000,362.3,Computadora,18,1,1,67117,0,1,6.0,2,6,No,0
L00253,Data Analytics,30,Cordoba,Universitario,Si,36.0,No,Beca,96000,77.3,Computadora,21,5,2,58461,1,2,,2,3,No,0
L02452,UX/UI,24,Otra,Secundario,No,0.0,Si,Pago unico,363000,308.2,Celular,21,4,1,70468,3,1,,6,0,No,0
L02868,Data Analytics,22,Buenos Aires,Universitario,No,0.0,No,Cuotas,444000,369.0,Celular,7,4,5,115188,1,2,6.9,3,2,No,0
L02406,Marketing Digital,28,Santa Fe,Terciario,No,0.0,No,Cuotas,335000,290.8,Celular,1,2,4,105539,1,0,,2,3,No,0
L02483,UX/UI,17,Cordoba,Terciario,Si,51.0,No,Cuotas,390000,339.1,Computadora,12,3,2,70450,1,2,8.2,0,4,No,0
L00804,Programacion Web,27,CABA,Secundario,No,0.0,No,Cuotas,493000,423.3,Computadora,9,5,4,111227,2,2,9.0,0,3,No,0
L02685,UX/UI,20,Buenos Aires,Secundario,No,0.0,No,Cuotas,399000,340.9,Computadora,19,1,7,191483,4,1,6.8,1,4,No,0
L01649,UX/UI,22,Santa Fe,Universitario,Si,43.0,No,Cuotas,414000,354.0,Computadora,7,2,3,23689,0,0,4.1,4,0,No,0
L02059,UX/UI,21,CABA,Terciario,No,0.0,Si,Beca,79000,66.8,Celular,20,1,0,0,0,1,6.9,2,0,No,0
L02878,Producto Digital,26,CABA,Terciario,No,0.0,Si,Cuotas,374000,303.2,Computadora,17,5,5,152961,1,1,8.0,0,3,No,0
L02103,Data Analytics,35,Santa Fe,Universitario,No,0.0,Si,Pago unico,384000,328.6,Computadora,11,8,3,206358,2,1,6.5,1,9,No,0
L01224,Programacion Web,36,Buenos Aires,Secundario,No,0.0,Si,Pago unico,413000,343.2,Computadora,19,2,3,36706,1,1,,2,7,No,0
L01032,Marketing Digital,33,Otra,Terciario,Si,38.0,Si,Pago unico,272000,227.2,Celular,14,3,1,32657,0,2,,14,1,No,0
L01992,Data Analytics,27,Mendoza,Universitario,Si,28.0,No,Cuotas,421000,358.6,Computadora,21,3,1,45949,0,1,7.2,11,0,No,1
L02403,DATA ANALYTICS,41,Mendoza,Universitario,Si,38.0,Si,Cuotas,479000,390.1,Computadora,22,6,0,83497,0,1,,1,3,No,0
L02189,programacion web,31,Buenos Aires,Universitario,No,0.0,Si,Cuotas,492000,426.7,Computadora,15,4,3,119370,1,1,5.7,5,5,No,0
L00003,UX/UI,48,CABA,Universitario,Si,18.0,No,Pago unico,365000,297.3,Computadora,0,2,0,91966,0,2,6.2,1,6,No,0
L00991,Programacion Web,17,Buenos Aires,Terciario,No,0.0,No,Beca,42000,35.5,Celular,3,5,4,17011,0,1,6.2,3,2,No,0
L00643,Programacion Web,26,Buenos Aires,Universitario,No,0.0,No,Cuotas,511000,413.3,Computadora,6,4,1,23819,1,0,9.0,5,4,No,0
L00907,Data Analytics,20,CABA,Terciario,No,0.0,Si,Cuotas,449000,361.4,Computadora,20,2,2,56416,1,1,,0,0,Si,1
L01597,Python Inicial,34,Cordoba,Secundario,Si,40.0,Si,Cuotas,272000,233.3,Computadora,18,5,6,133011,3,1,7.4,1,1,No,0
L00206,Python Inicial,23,Buenos Aires,Secundario,No,0.0,No,Cuotas,276000,237.4,Computadora,16,5,2,74408,2,1,7.7,1,2,No,0
L02201,Data Analytics,30,CABA,Universitario,No,0.0,No,Cuotas,425000,365.4,Tablet,14,6,5,132670,3,2,8.2,0,4,No,0
L00801,Python Inicial,22,Santa Fe,Universitario,No,0.0,No,Pago unico,225000,194.7,Computadora,15,3,6,135336,2,2,10.0,2,5,No,0
L02914,Data Analytics,28,CABA,Secundario,No,0.0,No,Pago unico,376000,309.4,Celular,9,4,3,114751,1,2,5.6,1,8,No,0
L01305,producto digital,34,Santa Fe,Terciario,Si,34.0,No,Pago unico,322000,266.4,Celular,21,5,5,76863,1,1,,2,4,No,0
L01991,Marketing Digital,0,Santa Fe,Universitario,Si,41.0,No,Cuotas,313000,271.4,Computadora,16,0,1,0,0,1,,14,0,Si,1
L02233,Programacion Web,19,Buenos Aires,Universitario,No,0.0,Si,Cuotas,534000,442.0,Computadora,14,4,1,119671,1,2,,7,0,No,1
L01585,Producto Digital,45,Otra,Terciario,No,0.0,Si,Pago unico,335000,280.0,Computadora,20,7,1,44672,1,0,9.9,8,2,No,0
L02241,Producto Digital,40,CABA,Universitario,Si,29.0,No,Beca,36000,31.1,Computadora,12,4,1,87578,2,1,7.4,0,5,No,0
L01773,Data Analytics,39,Santa Fe,Universitario,Si,42.0,No,Pago unico,370000,321.7,Tablet,20,5,5,118267,4,2,8.1,5,6,No,0
L00798,Python Inicial,24,CABA,Universitario,Si,29.0,Si,Beca,19000,15.4,Computadora,10,4,6,166838,1,2,8.8,2,10,No,0
L01694,Data Analytics,17,Buenos Aires,Secundario,No,0.0,No,Cuotas,478000,399.4,Computadora,22,1,5,140405,3,2,5.7,0,2,No,0
L02468,Programacion Web,27,Otra,Terciario,No,0.0,No,Cuotas,485000,404.9,Tablet,13,9,4,117924,0,2,7.3,3,4,No,0
L00562,Programacion Web,33,Cordoba,Terciario,No,0.0,No,Cuotas,545000,459.0,Celular,7,5,2,90932,1,0,7.9,2,0,Si,1
L02525,Producto Digital,41,Cordoba,Secundario,Si,48.0,No,Beca,10000,8.5,Computadora,21,4,2,50441,0,1,7.5,6,1,No,1
L02765,UX/UI,21,Buenos Aires,Secundario,Si,,Si,Beca,59000,48.8,Computadora,18,3,1,44803,1,0,,3,0,No,0
L01966,Marketing Digital,59,Buenos Aires,Terciario,Si,37.0,No,Cuotas,340000,279.4,Tablet,15,8,5,138925,5,2,7.8,3,2,No,0
L02858,Producto Digital,32,Buenos Aires,Secundario,No,0.0,No,Cuotas,407000,337.4,Computadora,8,3,2,197462,1,2,4.9,1,5,No,0
L02467,UX/UI,30,Santa Fe,Universitario,No,0.0,No,Pago unico,354000,299.2,Tablet,4,2,2,77168,1,2,6.3,4,3,No,0
L02825,UX/UI,27,Buenos Aires,Terciario,Si,31.0,Si,Pago unico,349000,287.2,Computadora,22,3,2,93363,0,1,6.2,0,3,No,0
L00852,Producto Digital,33,CABA,Posgrado,Si,40.0,No,Cuotas,409000,336.2,Celular,23,2,1,55474,1,0,3.6,12,0,Si,1
L01544,Marketing Digital,23,CABA,Universitario,Si,37.0,No,Pago unico,268000,226.0,Celular,13,1,3,44736,0,1,,2,1,Si,1
L02751,Python Inicial,38,Buenos Aires,Secundario,No,0.0,Si,Cuotas,262000,224.6,Computadora,6,4,3,110927,2,2,5.5,1,6,No,0
L00455,Programacion Web,34,CABA,Terciario,No,0.0,No,Pago unico,451000,368.5,Computadora,6,4,6,132051,2,1,,4,4,No,0
L03011,Programacion Web,26,Otra,Terciario,No,0.0,No,Cuotas,536000,432.9,Celular,13,7,9,148911,3,2,7.0,1,6,No,0
L01186,Programacion Web,25,Otra,Secundario,No,0.0,No,Cuotas,513000,429.2,Celular,3,3,0,54830,2,0,6.3,2,3,No,0
L02635,Programacion Web,29,Otra,Secundario,No,0.0,Si,Pago unico,432000,364.0,Celular,11,3,0,53215,2,1,,1,2,No,0
L01020,Producto Digital,38,Buenos Aires,Secundario,Si,38.0,Si,Cuotas,395000,319.2,Celular,11,4,3,30570,2,1,7.9,4,2,No,0
L01169,Data Analytics,22,Buenos Aires,Terciario,Si,23.0,No,Cuotas,450000,382.8,Celular,6,3,1,36144,2,0,6.2,14,0,No,1
L00929,UX/UI,20,Otra,Universitario,No,0.0,No,Pago unico,335000,275.5,Celular,0,3,2,65744,0,1,,0,4,No,0
L00029,UX/UI,37,CABA,Universitario,Si,27.0,No,Cuotas,434000,360.0,Celular,8,7,1,81730,0,1,4.9,2,0,Si,1
L01552,Programacion Web,26,Otra,Universitario,Si,49.0,No,Pago unico,455000,390.0,Celular,14,6,5,122494,2,1,7.4,0,3,No,0
L01405,UX/UI,19,Cordoba,Secundario,Si,36.0,Si,Cuotas,426000,357.2,Tablet,9,7,0,177053,2,2,7.8,0,4,No,0
L00382,UX/UI,24,Buenos Aires,Secundario,Si,60.0,No,Cuotas,405000,349.0,Computadora,9,1,1,53553,0,0,5.6,1,1,Si,1
L01897,DATA ANALYTICS,21,Buenos Aires,Universitario,No,0.0,No,Pago unico,395000,324.6,Celular,8,2,5,127940,2,2,8.0,1,3,No,0
L02619,Programacion Web,22,CABA,Secundario,No,0.0,Si,Cuotas,503000,429.4,Celular,15,3,1,104223,1,2,9.8,3,4,No,0
L01172,Marketing Digital,27,Mendoza,Terciario,No,0.0,No,Cuotas,338000,276.7,Computadora,15,2,0,50261,0,0,,1,0,No,0
L00912,Programacion Web,50,CABA,Posgrado,Si,40.0,No,Pago unico,435000,377.2,Computadora,20,4,1,112672,2,2,6.8,1,0,Si,1
L00680,Data Analytics,26,Buenos Aires,Universitario,Si,36.0,Si,Pago unico,382000,316.8,Computadora,19,4,0,78903,0,1,4.2,4,4,No,0
L02223,Producto Digital,34,CABA,Universitario,Si,32.0,Si,Cuotas,389000,321.0,Celular,16,3,1,52656,1,1,,13,0,Si,1
L01292,Programacion Web,26,CABA,Terciario,No,0.0,No,Pago unico,418000,335.8,Celular,5,3,4,157431,1,2,6.5,2,4,No,0
L01100,Data Analytics,28,Buenos Aires,Universitario,No,0.0,No,Beca,54000,44.9,Computadora,3,4,2,122304,0,2,4.2,1,4,No,0
L02532,Data Analytics,20,CABA,Terciario,No,0.0,No,Cuotas,464000,393.4,Celular,10,14,14,189814,8,2,7.3,0,12,No,0
L02708,Prog. Web,27,Santa Fe,Universitario,No,0.0,No,Cuotas,540000,458.5,Tablet,14,8,5,79183,1,1,7.8,6,4,No,0
L00835,Data Analytics,26,Buenos Aires,Terciario,No,0.0,No,Cuotas,459000,392.6,Celular,23,2,2,16365,0,2,8.2,5,2,No,0
L01670,UX/UI,26,Santa Fe,Universitario,Si,39.0,No,Pago unico,370000,313.4,Computadora,9,3,3,43461,1,1,5.5,1,3,No,0
L01437,UX/UI,27,CABA,Universitario,No,0.0,Si,Cuotas,409000,350.9,Computadora,2,2,5,111615,1,2,9.1,0,3,No,0
L00768,Producto Digital,17,Santa Fe,Secundario,No,0.0,No,Pago unico,309000,261.4,Tablet,15,0,1,50572,0,0,,3,1,No,0
L02055,programacion web,38,CABA,Terciario,No,0.0,No,Cuotas,505000,427.3,Computadora,20,4,1,44574,1,1,5.7,2,3,No,0
L01689,Programacion Web,38,Buenos Aires,Secundario,Si,33.0,No,Cuotas,491000,410.6,Computadora,5,4,4,106494,1,1,6.6,0,5,No,0
L01251,UX/UI,26,CABA,Terciario,Si,39.0,No,Cuotas,431000,360.6,Computadora,16,4,1,49424,3,1,7.7,5,3,No,0
L00099,Programacion Web,24,Otra,Terciario,Si,25.0,Si,Pago unico,409000,348.5,Computadora,12,2,6,137219,2,2,8.1,5,7,No,0
L00789,Data Analytics,19,Buenos Aires,Terciario,No,0.0,No,Pago unico,365000,303.2,Computadora,9,4,1,88149,2,1,6.1,4,1,No,0
L02154,Programacion Web,37,Otra,Posgrado,Si,38.0,No,Beca,88000,75.2,Celular,7,1,4,71711,0,0,,2,4,No,0
L01720,Data Analytics,35,Buenos Aires,Secundario,Si,41.0,No,Pago unico,397000,343.3,Celular,20,0,3,70414,2,2,,1,0,Si,1
L00757,Python Inicial,32,Otra,Secundario,Si,35.0,Si,Beca,60000,51.6,Computadora,16,6,3,99773,2,2,8.3,2,5,No,0
L00952,Data Analytics,30,Buenos Aires,Terciario,Si,53.0,No,Beca,80000,67.4,Celular,8,4,1,0,0,0,,13,0,No,1
L00762,Producto Digital,25,CABA,Universitario,Si,47.0,No,Cuotas,389000,333.7,Computadora,2,3,4,66882,1,2,6.4,1,4,No,0
L00119,Programacion Web,48,CABA,Universitario,No,0.0,Si,Pago unico,420000,352.1,Computadora,1,4,4,121513,0,2,4.6,0,7,No,0
L00207,Data Analytics,24,Otra,Universitario,No,0.0,No,Cuotas,471000,388.2,Celular,23,7,3,107108,1,2,7.6,2,5,No,0
L02161,UX/UI,18,Buenos Aires,Terciario,No,0.0,Si,Pago unico,338000,283.8,Computadora,6,4,6,140715,1,1,7.4,0,1,No,0
L02577,Programacion Web,25,CABA,Posgrado,No,0.0,No,Cuotas,515000,432.6,Celular,17,2,2,131892,0,1,3.7,0,3,No,0
