id_publicacion,genero_musical,oyentes_mensuales_spotify,capacidad_venue,tipo_venue,sector,precio_original,precio_original_con_cargos,dias_hasta_el_show,dia_semana_show,show_agotado_en_preventa,vendedor_verificado,cantidad_entradas_publicadas,cantidad_fotos_publicacion,precio_publicado,se_vendio,comision_plataforma,precio_reventa
N00403,Pop internacional,4349382,15000,Arena,Palco,147000,178300,13,Sabado,No,No,2.0,8.0,411000,0,,
N00404,Indie,8220343,25000,Estadio,Platea Alta,42000,48600,32,Sabado,No,Si,4.0,4.0,81000,0,,
N00405,Rock nacional,1288952,8400,Arena,Platea Baja,55000,63800,33,Viernes,Si,Si,1.0,2.0,127000,0,,
N00406,Trap,8127727,15000,Arena,PALCO,146000,181100,38,Jueves,No,No,1.0,3.0,215000,0,,
N00407,Rock nacional,1306741,5000,Arena,Campo,43000,49800,22,Jueves,No,Si,1.0,7.0,79000,0,,
N00408,Cumbia,760713,3300,Teatro,Platea Baja,56000,66900,30,Sabado,No,Si,2.0,3.0,129000,0,,
N00409,Indie,44592586,84000,Estadio,palco,185000,220200,24,Sabado,Si,No,1.0,8.0,548000,0,,
N00410,Rock nacional,60000000,84000,Estadio,Campo,58000,67300,11,Viernes,Si,No,2.0,6.0,208000,0,,
N00411,Indie,10211935,15000,Arena,Platea Alta,44000,52700,47,Sabado,No,Si,3.0,3.0,58000,0,,
N00412,Indie,147643,1500,Club,Platea Baja,54000,65300,3,Martes,No,Si,4.0,6.0,96000,0,,
N00413,Pop internacional,594928,1500,Club,General,21000,24400,16,Miercoles,No,Si,1.0,2.0,65000,0,,
N00414,Electronica,248688,3300,Teatro,Platea Alta,35000,40800,14,Sabado,No,Si,2.0,5.0,86000,0,,
N00415,Pop internacional,50000,1100,Club,campo,34000,40300,0,Jueves,No,Si,2.0,8.0,48000,0,,
N00416,Pop internacional,300314,3300,Teatro,General,25000,29000,6,Jueves,Si,Si,2.0,4.0,109000,0,,
N00417,Trap,199605,1100,Club,Platea Baja,48000,55600,10,Jueves,No,Si,2.0,3.0,216000,0,,
N00418,Rock nacional,60000000,84000,Estadio,Platea Baja,82000,97500,3,Jueves,No,No,2.0,5.0,163000,0,,
N00419,Pop internacional,520826,3300,Teatro,Campo,47000,55200,0,Domingo,Si,Si,6.0,2.0,107000,0,,
N00420,Trap,55133345,45000,Estadio,Platea Baja,71000,86200,1,Viernes,Si,No,1.0,2.0,130000,0,,
N00421,Rock nacional,548219,8400,Arena,Campo,50000,58300,1,Domingo,No,Si,1.0,8.0,57000,0,,
N00422,Rock nacional,24801040,25000,Estadio,Campo,57000,66200,2,Viernes,Si,Si,1.0,3.0,128000,0,,
N00423,Rock nacional,175823,1100,Club,Platea Alta,29000,35800,8,Martes,No,Si,2.0,5.0,68000,0,,
N00424,Indie,3440432,8400,Arena,Campo,45000,53600,39,Domingo,Si,No,2.0,2.0,113000,0,,
N00425,Rock nacional,10518424,25000,Estadio,Platea Baja,69000,83100,4,Viernes,No,Si,2.0,5.0,132000,0,,
N00426,Electronica,738311,5000,Arena,General,24000,28000,1,Domingo,No,Si,4.0,6.0,37000,0,,
N00427,Cumbia,32213932,84000,Estadio,Platea Alta,46000,57100,27,Miercoles,No,Si,2.0,2.0,119000,0,,
N00428,Trap,62476,1100,Club,General,20000,23500,11,Viernes,No,No,2.0,2.0,48000,0,,
N00429,Pop internacional,1066134,8400,Arena,Campo,47000,54300,8,Viernes,No,No,2.0,8.0,90000,0,,
N00430,Electronica,10479193,15000,Arena,PLATEA BAJA,68000,81600,1,Jueves,No,Si,2.0,6.0,105000,0,,
N00431,Trap,8322953,15000,Arena,general,31000,36300,29,Viernes,No,Si,2.0,4.0,90000,0,,
N00432,Rock nacional,104156,1100,Club,Palco,108000,130300,37,Viernes,Si,Si,1.0,8.0,270000,0,,
N00433,Electronica,33094427,45000,Estadio,Campo,56000,68200,43,Miercoles,No,Si,2.0,1.0,81000,0,,
N00434,Pop internacional,5179242,15000,Arena,Campo,55000,66200,7,Sabado,No,No,2.0,4.0,208000,0,,
N00435,Trap,2284296,5000,Arena,Campo,43000,50100,15,Sabado,Si,Si,,4.0,159000,0,,
N00436,Indie,7980486,25000,Estadio,Platea Baja,72000,86300,34,Viernes,Si,No,1.0,5.0,211000,0,,
N00437,Rock nacional,6804462,15000,Arena,Platea Alta,43000,51600,1,Domingo,Si,No,3.0,3.0,80000,0,,
N00438,Rock nacional,347042,3300,Teatro,Palco,139000,163600,2,Viernes,No,Si,1.0,6.0,216000,0,,
N00439,Rock nacional,11672552,15000,Arena,Platea Alta,41000,47300,27,Domingo,No,Si,1.0,5.0,59000,0,,
N00440,Pop internacional,50000,1100,Club,Platea Baja,42000,51800,26,Miercoles,No,Si,4.0,5.0,84000,0,,
N00441,Cumbia,10771624,25000,Estadio,Campo,51000,60200,2,Martes,No,Si,2.0,1.0,89000,0,,
N00442,Pop internacional,122420,1500,Club,Palco,115000,138500,3,Viernes,No,No,2.0,6.0,227000,0,,
N00443,Rock nacional,3695325,15000,Arena,Platea Baja,56000,64700,14,Sabado,No,No,2.0,8.0,145000,0,,
N00444,Electronica,29972921,45000,Estadio,platea baja,75000,87900,1,Jueves,No,No,2.0,2.0,165000,0,,
N00445,Rock nacional,515944,3300,Teatro,Platea Alta,39000,46700,51,Jueves,No,Si,1.0,3.0,103000,0,,
N00446,Rock nacional,46871801,84000,Estadio,CAMPO,63000,76900,13,Sabado,Si,No,2.0,3.0,235000,0,,
N00447,Trap,1933696,15000,Arena,Platea Alta,43000,49900,5,Lunes,No,No,1.0,5.0,124000,0,,
N00448,Rock nacional,251366,3300,Teatro,Platea Alta,37000,44500,2,Viernes,No,Si,2.0,2.0,56000,0,,
N00449,Rock nacional,7704645,15000,Arena,general,28000,34000,31,Jueves,No,Si,1.0,1.0,56000,0,,
N00450,Indie,2380845,8400,Arena,Platea Baja,59000,70400,0,Domingo,No,Si,1.0,2.0,78000,0,,
N00451,Electronica,196621,1100,Club,General,23000,27400,42,Viernes,No,Si,1.0,2.0,43000,0,,
N00452,Indie,3721119,15000,Arena,Platea Alta,46000,55700,25,Viernes,No,Si,3.0,7.0,109000,0,,
N00453,Pop internacional,1886927,8400,Arena,General,29000,33900,16,Viernes,No,No,1.0,4.0,117000,0,,
N00454,Rock nacional,74109,1100,Club,campo,44000,54700,13,Domingo,No,Si,1.0,4.0,138000,0,,
N00455,Electronica,103208,1100,Club,Pl. Alta,33000,40400,41,Jueves,No,Si,1.0,8.0,66000,0,,
N00456,Indie,2027171,15000,Arena,Platea Baja,74000,87000,36,Sabado,No,No,2.0,5.0,161000,0,,
N00457,Indie,16287559,25000,Estadio,Platea Baja,64000,74600,3,Lunes,Si,No,1.0,8.0,288000,0,,
N00458,Trap,1909733,5000,Arena,general,26000,30700,7,Miercoles,No,Si,1.0,6.0,58000,0,,
N00459,Rock nacional,108133,1100,Club,Platea Baja,41000,48900,3,Sabado,No,No,3.0,7.0,58000,0,,
N00460,Pop internacional,960228,5000,Arena,general,26000,31600,36,Sabado,No,Si,2.0,4.0,54000,0,,
N00461,Rock nacional,3477073,15000,Arena,Platea Alta,45000,53000,0,Miercoles,Si,Si,2.0,8.0,63000,0,,
N00462,Pop internacional,337196,5000,Arena,campo,38000,47000,1,Sabado,No,Si,2.0,1.0,38000,0,,
N00463,Pop internacional,175648,3300,Teatro,Palco,127000,158700,3,Viernes,No,No,2.0,1.0,287000,0,,
N00464,Indie,253212,1100,Club,Platea Baja,46000,55200,2,Viernes,No,No,1.0,1.0,102000,0,,
N00465,Rock nacional,60000000,84000,Estadio,General,40000,49100,3,Jueves,Si,Si,1.0,7.0,152000,0,,
N00466,Electronica,4346767,8400,Arena,Campo,52000,60000,22,Sabado,No,No,2.0,2.0,147000,0,,
N00467,Cumbia,60000000,84000,Estadio,Platea Alta,44000,52400,20,Sabado,No,No,,7.0,159000,0,,
N00468,Trap,55843,1100,Club,Campo,38000,44100,22,Jueves,Si,Si,4.0,3.0,172000,0,,
N00469,Pop internacional,47450530,84000,Estadio,Platea Baja,83000,98700,17,Miercoles,Si,No,3.0,1.0,298000,0,,
N00470,Pop internacional,4941817,8400,Arena,Platea Alta,39000,47100,39,Viernes,No,Si,2.0,8.0,103000,0,,
N00471,Rock nacional,604124,3300,Teatro,General,27000,32200,2,Viernes,No,Si,2.0,8.0,54000,0,,
N00472,Trap,1460058,15000,Arena,Platea Baja,70000,83100,18,Miercoles,No,No,,2.0,189000,0,,
N00473,Rock nacional,5207966,15000,Arena,Platea Baja,70000,84200,2,Viernes,Si,Si,6.0,5.0,131000,0,,
N00474,Pop internacional,250648,1500,Club,platea baja,48000,59200,31,Jueves,No,Si,2.0,1.0,106000,0,,
N00475,Electronica,1039328,8400,Arena,PLATEA ALTA,40000,49900,17,Sabado,Si,No,3.0,6.0,202000,0,,
N00476,Indie,240388,1500,Club,Palco,123000,143900,17,Jueves,Si,Si,1.0,6.0,452000,0,,
N00477,Rock nacional,983644,5000,Arena,General,25000,30500,12,Martes,No,Si,2.0,4.0,70000,0,,
N00478,Pop internacional,760571,3300,Teatro,Platea Alta,38000,45800,6,Jueves,No,No,6.0,2.0,91000,0,,
N00479,Pop internacional,312291,1500,Club,General,19000,23500,15,Martes,No,No,1.0,1.0,73000,0,,
N00480,Trap,352806,3300,Teatro,General,25000,30700,2,Domingo,No,Si,4.0,7.0,41000,0,,
N00481,Trap,2392182,8400,Arena,Platea Alta,40000,49000,8,Jueves,No,Si,1.0,5.0,119000,0,,
N00482,Cumbia,963245,5000,Arena,Platea Alta,32000,38500,7,Jueves,No,Si,1.0,6.0,69000,0,,
N00483,Rock nacional,739822,1500,Club,Campo,42000,49400,2,Miercoles,No,Si,2.0,8.0,69000,0,,
N00484,Trap,377675,5000,Arena,Campo,48000,58300,10,Sabado,Si,No,2.0,4.0,137000,0,,
N00485,Rock nacional,89898,1500,Club,Platea Baja,53000,65300,3,Jueves,Si,Si,2.0,1.0,153000,0,,
N00486,Pop internacional,876423,5000,Arena,Platea Baja,55000,66500,29,Sabado,Si,Si,2.0,6.0,204000,0,,
N00487,Trap,2637839,15000,Arena,Campo,52000,61500,3,Jueves,No,Si,3.0,6.0,83000,0,,
N00488,Trap,155103,5000,Arena,Platea Alta,40000,48300,10,Miercoles,No,Si,2.0,4.0,93000,0,,
N00489,Rock nacional,161070,1100,Club,Platea Alta,29000,34700,8,Miercoles,No,No,2.0,6.0,78000,0,,
N00490,Trap,153816,3300,Teatro,Platea Baja,58000,67400,6,Jueves,No,Si,2.0,4.0,175000,0,,
N00491,Rock nacional,106094,1500,Club,Campo,35000,40700,6,Domingo,No,Si,2.0,2.0,88000,0,,
N00492,Indie,50000,1100,Club,Campo,35000,41800,10,Viernes,No,No,2.0,7.0,133000,0,,
N00493,Trap,60000000,84000,Estadio,Platea Baja,79000,98000,2,Miercoles,Si,No,2.0,6.0,172000,0,,
N00494,Rock nacional,104156,1100,Club,Palco,108000,130300,37,Jueves,Si,Si,1.0,4.0,343000,0,,
N00495,Pop internacional,8276832,15000,Arena,campo,52000,61000,28,Sabado,No,Si,4.0,8.0,100000,0,,
N00496,Cumbia,522218,3300,Teatro,Platea Alta,38000,46400,34,Sabado,No,Si,2.0,1.0,66000,0,,
N00497,Rock nacional,60000000,84000,Estadio,General,36000,42700,6,Sabado,No,Si,2.0,6.0,143000,0,,
N00498,Trap,17062973,25000,Estadio,Platea Alta,40000,49600,30,Miercoles,Si,Si,1.0,1.0,205000,0,,
N00499,Indie,44592586,84000,Estadio,palco,185000,220200,24,Sabado,Si,No,1.0,3.0,705000,0,,
N00500,Cumbia,10561428,15000,Arena,Platea Alta,45000,52600,36,Miercoles,No,Si,4.0,5.0,127000,0,,
N00501,Pop internacional,9859397,15000,Arena,Platea Baja,61000,76100,2,Viernes,No,Si,3.0,8.0,141000,0,,
N00502,Rock nacional,9237316,25000,Estadio,Platea Baja,69000,80100,3,Miercoles,No,Si,2.0,3.0,144000,0,,
N00503,Rock nacional,472837,1100,Club,Palco,115000,135200,27,Viernes,No,No,2.0,1.0,183000,0,,
N00504,Rock nacional,101069,1100,Club,General,22000,25600,19,Viernes,No,No,1.0,6.0,66000,0,,
N00505,Trap,60000000,45000,Estadio,Platea Alta,50000,60200,13,Jueves,Si,Si,1.0,4.0,212000,0,,
N00506,Pop internacional,51871,1100,Club,Campo,40000,49200,23,Domingo,No,Si,1.0,7.0,119000,0,,
N00507,Rock nacional,20517732,45000,Estadio,Campo,62000,72400,16,Viernes,Si,Si,2.0,5.0,181000,0,,
N00508,Rock nacional,1144078,5000,Arena,General,28000,33200,1,Jueves,Si,Si,1.0,8.0,46000,0,,
N00509,Pop internacional,146970,1100,Club,Platea Alta,32000,36900,10,Viernes,No,No,1.0,2.0,97000,0,,
N00510,Indie,33379454,84000,Estadio,Platea Alta,51000,61100,8,Jueves,No,Si,1.0,2.0,131000,0,,
N00511,Trap,416946,5000,Arena,Platea Baja,57000,66900,28,Viernes,Si,No,2.0,4.0,135000,0,,
N00512,Rock nacional,14377374,15000,Arena,Platea Baja,61000,71200,7,Jueves,Si,No,1.0,4.0,228000,0,,
N00513,Trap,870104,5000,Arena,Campo,39000,48300,12,Viernes,No,Si,2.0,4.0,126000,0,,
N00514,Rock nacional,28996898,84000,Estadio,Palco,178000,213800,26,Sabado,No,No,1.0,8.0,393000,0,,
N00515,Rock nacional,60000000,25000,Estadio,Platea Baja,70000,83000,17,Sabado,Si,Si,2.0,6.0,298000,0,,
N00516,Pop internacional,320376,1500,Club,Palco,107000,125600,20,Domingo,No,Si,3.0,8.0,333000,0,,
N00517,Rock nacional,2550229,15000,Arena,General,27000,31500,11,Viernes,Si,Si,,4.0,159000,0,,
N00518,Cumbia,201971,1100,Club,Platea Baja,46000,55100,6,Viernes,No,Si,3.0,6.0,136000,0,,
N00519,Cumbia,12228005,15000,Arena,general,30000,36700,8,Domingo,No,Si,4.0,2.0,63000,0,,
N00520,Pop internacional,494400,3300,Teatro,General,23000,27100,22,Miercoles,No,No,1.0,8.0,74000,0,,
N00521,Indie,4499211,8400,Arena,Campo,48000,56400,9,Sabado,No,Si,2.0,6.0,131000,0,,
N00522,Cumbia,33866271,45000,Estadio,Platea Baja,76000,91500,27,Sabado,Si,Si,2.0,7.0,212000,0,,
N00523,Rock nacional,1930737,3300,Teatro,Campo,49000,57100,11,Viernes,No,Si,2.0,8.0,119000,0,,
N00524,Pop internacional,2197575,15000,Arena,Palco,143000,173900,0,Sabado,No,Si,1.0,3.0,114000,0,,
N00525,Indie,60000000,84000,Estadio,Campo,59000,70800,12,Jueves,Si,Si,2.0,5.0,218000,0,,
N00526,Trap,333906,3300,Teatro,General,24000,28100,17,Jueves,No,No,1.0,8.0,71000,0,,
N00527,Electronica,431073,1500,Club,Campo,43000,52300,29,Viernes,No,Si,2.0,1.0,94000,0,,
N00528,Electronica,59758,1500,Club,Campo,41000,48900,9,Domingo,No,No,1.0,4.0,118000,0,,
N00529,Pop internacional,594928,1500,Club,General,21000,24400,16,Domingo,No,Si,1.0,6.0,64000,0,,
N00530,Trap,1470250,15000,Arena,Campo,48000,55300,17,Sabado,No,No,4.0,7.0,200000,0,,
N00531,Pop internacional,406409,5000,Arena,Platea Alta,35000,43700,57,Martes,No,Si,1.0,3.0,59000,0,,
N00532,Electronica,117251,1100,Club,General,21000,25800,14,Viernes,No,Si,2.0,4.0,123000,0,,
N00533,Electronica,6313701,15000,Arena,Platea Alta,45000,55800,27,Lunes,No,Si,2.0,4.0,85000,0,,
N00534,Rock nacional,188365,1500,Club,General,23000,28500,4,Jueves,No,Si,2.0,6.0,93000,0,,
N00535,Indie,598454,5000,Arena,General,28000,33400,19,Lunes,No,Si,2.0,8.0,87000,0,,
N00536,Rock nacional,217520,3300,Teatro,Campo,45000,54600,48,Jueves,No,Si,2.0,2.0,100000,0,,
N00537,Pop internacional,16454108,25000,Estadio,Platea Baja,68000,80600,15,Lunes,No,Si,1.0,7.0,199000,0,,
N00538,Pop internacional,1469104,8400,Arena,General,27000,33100,13,Domingo,No,No,2.0,3.0,94000,0,,
N00539,Pop internacional,2229356,8400,Arena,Platea Baja,62000,76900,23,Domingo,No,Si,2.0,5.0,86000,0,,
N00540,Pop internacional,50000,1500,Club,Campo,40000,48800,36,Viernes,No,Si,1.0,7.0,62000,0,,
N00541,Trap,60000000,45000,Estadio,Platea Alta,43000,52700,4,Viernes,No,Si,2.0,2.0,101000,0,,
N00542,Trap,216928,1100,Club,General,19000,22300,18,Jueves,No,Si,1.0,5.0,63000,0,,
N00543,Indie,15600024,15000,Arena,Platea Baja,68000,81700,60,Sabado,Si,Si,3.0,1.0,176000,0,,
N00544,Trap,428145,1500,Club,Campo,44000,50900,5,Viernes,No,No,2.0,2.0,147000,0,,
N00545,Trap,644486,8400,Arena,Campo,49000,56900,4,Viernes,Si,Si,1.0,4.0,173000,0,,
N00546,Pop internacional,3641346,8400,Arena,Platea Baja,58000,70700,10,Sabado,No,Si,1.0,7.0,207000,0,,
N00547,Trap,83544,3300,Teatro,General,21000,24300,0,Viernes,No,Si,2.0,6.0,35000,0,,
N00548,Rock nacional,110109,1100,Club,General,19000,22000,19,Viernes,No,Si,2.0,2.0,55000,0,,
N00549,Pop internacional,41077807,84000,Estadio,Campo,63000,75400,12,Miercoles,No,Si,2.0,6.0,194000,0,,
N00550,Pop internacional,28088746,45000,Estadio,Campo,59000,70600,1,Jueves,No,No,4.0,2.0,95000,0,,
N00551,Trap,224361,1500,Club,General,23000,26900,15,Sabado,Si,Si,2.0,2.0,80000,0,,
N00552,Electronica,190982,5000,Arena,Pl. Alta,35000,43500,1,Jueves,No,Si,2.0,7.0,39000,0,,
N00553,Rock nacional,217520,3300,Teatro,Campo,45000,54600,48,Sabado,No,Si,2.0,2.0,94000,0,,
N00554,Cumbia,1786888,3300,Teatro,General,25000,30700,15,Jueves,No,No,1.0,8.0,57000,0,,
N00555,Rock nacional,441999,3300,Teatro,Platea Baja,55000,63500,12,Jueves,No,No,2.0,7.0,144000,0,,
N00556,Cumbia,689843,1500,Club,Campo,36000,43500,60,Jueves,No,Si,4.0,1.0,59000,0,,
N00557,Rock nacional,699168,3300,Teatro,Platea Alta,35000,42400,21,Sabado,Si,No,4.0,7.0,128000,0,,
N00558,Trap,216915,1100,Club,CAMPO,44000,52800,9,Viernes,No,Si,1.0,8.0,168000,0,,
N00559,Cumbia,1194099,5000,Arena,platea baja,55000,68500,22,Sabado,No,Si,3.0,7.0,136000,0,,
N00560,Rock nacional,39658663,84000,Estadio,General,38000,43800,32,Viernes,No,No,2.0,8.0,73000,0,,
N00561,Pop internacional,4148960,25000,Estadio,Platea Baja,57000,69600,2,Lunes,Si,Si,1.0,2.0,113000,0,,
N00562,Cumbia,54469,1100,Club,Platea Baja,47000,55700,21,Viernes,No,Si,1.0,7.0,121000,0,,
N00563,Rock nacional,8549965,25000,Estadio,palco,140000,171800,3,Sabado,No,Si,2.0,1.0,413000,0,,
N00564,Pop internacional,118959,1500,Club,Campo,42000,49100,21,Jueves,No,Si,1.0,6.0,175000,0,,
N00565,Pop internacional,712627,3300,Teatro,Platea Alta,32000,38800,9,Lunes,No,No,1.0,6.0,75000,0,,
N00566,Trap,60000000,84000,Estadio,Campo,60000,71900,20,Jueves,No,Si,3.0,7.0,157000,0,,
N00567,Rock nacional,15904038,25000,Estadio,Platea Alta,47000,57700,6,Jueves,Si,Si,1.0,3.0,100000,0,,
N00568,Cumbia,80937,1500,Club,Campo,41000,49000,19,Viernes,No,No,2.0,2.0,107000,0,,
N00569,Rock nacional,20374346,45000,Estadio,General,31000,36800,6,Viernes,No,Si,2.0,1.0,110000,0,,
N00570,Rock nacional,9600557,15000,Arena,Platea Baja,65000,78200,11,Jueves,No,Si,2.0,6.0,158000,0,,
N00571,Cumbia,251947,1500,Club,Platea Baja,51000,62500,0,Sabado,No,Si,1.0,5.0,60000,0,,
N00572,Cumbia,139310,1500,Club,Campo,42000,49400,13,Sabado,No,No,1.0,7.0,127000,0,,
N00573,Electronica,54969,1100,Club,Campo,40000,47100,23,Viernes,No,Si,6.0,6.0,127000,0,,
N00574,Trap,55133345,45000,Estadio,Platea Baja,71000,86200,1,Martes,Si,No,1.0,7.0,175000,0,,
N00575,Trap,384870,5000,Arena,Campo,52000,62800,15,Domingo,Si,Si,2.0,1.0,154000,0,,
N00576,Rock nacional,10060091,15000,Arena,Platea Baja,71000,88100,60,Sabado,Si,No,2.0,4.0,234000,0,,
N00577,Rock nacional,495572,3300,Teatro,Platea Alta,37000,44300,21,Viernes,No,Si,2.0,4.0,98000,0,,
N00578,Rock nacional,3616263,8400,Arena,PLATEA BAJA,60000,69600,11,Sabado,Si,No,2.0,4.0,195000,0,,
N00579,Trap,2637839,15000,Arena,Campo,52000,61500,3,Viernes,No,Si,3.0,4.0,91000,0,,
N00580,Rock nacional,2280202,15000,Arena,Pl. Baja,75000,91500,6,Domingo,No,Si,3.0,7.0,257000,0,,
N00581,Pop internacional,27734519,25000,Estadio,Platea Baja,72000,86800,13,Miercoles,Si,No,2.0,8.0,470000,0,,
N00582,Rock nacional,347042,3300,Teatro,Palco,139000,163600,2,Viernes,No,Si,1.0,1.0,189000,0,,
N00583,Rock nacional,139319,1500,Club,Campo,40000,49400,6,Sabado,No,Si,2.0,4.0,99000,0,,
N00584,Pop internacional,1322219,15000,Arena,Platea Baja,64000,74100,22,Jueves,No,Si,2.0,7.0,126000,0,,
N00585,Indie,2027171,15000,Arena,Platea Baja,74000,87000,36,Martes,No,No,2.0,3.0,93000,0,,
N00586,Pop internacional,2146037,8400,Arena,General,27000,32500,53,Lunes,No,Si,3.0,7.0,36000,0,,
N00587,Trap,920026,3300,Teatro,Campo,46000,55500,2,Sabado,Si,No,4.0,2.0,76000,0,,
N00588,Rock nacional,332231,1500,Club,Platea Baja,48000,55500,42,Sabado,Si,Si,2.0,8.0,164000,0,,
N00589,Pop internacional,166966,1500,Club,General,20000,25000,21,Jueves,No,No,2.0,6.0,52000,0,,
N00590,Indie,1452416,5000,Arena,Platea Alta,38000,45000,36,Viernes,Si,Si,2.0,5.0,98000,0,,
N00591,Cumbia,46256456,45000,Estadio,General,35000,41100,2,Sabado,No,Si,2.0,2.0,44000,0,,
N00592,Trap,914560,5000,Arena,Platea Baja,57000,66600,15,Sabado,Si,Si,1.0,4.0,175000,0,,
N00593,Rock nacional,158912,3300,Teatro,General,27000,32600,22,Sabado,No,Si,2.0,4.0,52000,0,,
N00594,Pop internacional,434902,1100,Club,Platea Alta,30000,35500,10,Sabado,No,Si,2.0,6.0,132000,0,,
N00595,Trap,130460,1100,Club,Platea Baja,48000,59600,17,Sabado,No,Si,1.0,7.0,118000,0,,
N00596,Electronica,4420907,15000,Arena,GENERAL,29000,33900,30,Miercoles,Si,Si,1.0,7.0,128000,0,,
N00597,Rock nacional,1242382,5000,Arena,Platea Baja,59000,69400,20,Jueves,No,Si,4.0,1.0,186000,0,,
N00598,Trap,15826571,25000,Estadio,Platea Baja,69000,82600,10,Domingo,Si,Si,1.0,1.0,257000,0,,
N00599,Trap,307985,8400,Arena,Platea Baja,61000,71100,8,Lunes,No,Si,2.0,1.0,193000,0,,
N00600,Cumbia,3677939,8400,Arena,Campo,45000,55700,17,Sabado,No,Si,2.0,1.0,217000,0,,
N00601,Rock nacional,1907785,8400,Arena,Platea Baja,62000,74500,33,Jueves,No,No,1.0,8.0,114000,0,,
N00602,Rock nacional,9871743,45000,Estadio,Campo,63000,76200,13,Jueves,No,Si,1.0,7.0,180000,0,,
N00603,Rock nacional,494058,5000,Arena,Campo,46000,53200,11,Miercoles,No,No,2.0,5.0,99000,0,,
N00604,Pop internacional,86850,1100,Club,General,20000,23800,21,Miercoles,No,No,1.0,3.0,33000,0,,
N00605,Rock nacional,8549965,25000,Estadio,palco,140000,171800,3,Jueves,No,Si,2.0,2.0,296000,0,,
N00606,Rock nacional,441999,3300,Teatro,Platea Baja,55000,63500,12,Martes,No,No,2.0,7.0,92000,0,,
N00607,Cumbia,464075,3300,Teatro,Campo,40000,49200,9,Sabado,No,Si,2.0,7.0,120000,0,,
N00608,Trap,28065056,45000,Estadio,Platea Alta,43000,51300,16,Miercoles,No,Si,6.0,5.0,134000,0,,
N00609,Pop internacional,2218671,8400,Arena,Campo,56000,65900,13,Viernes,No,No,2.0,5.0,192000,0,,
N00610,Rock nacional,60000000,84000,Estadio,Campo,69000,84300,2,Jueves,Si,Si,1.0,5.0,155000,0,,
N00611,Electronica,100841,1500,Club,Platea Baja,46000,55000,19,Sabado,No,No,4.0,6.0,162000,0,,
N00612,Trap,696022,5000,Arena,General,25000,30100,2,Jueves,No,Si,1.0,2.0,39000,0,,
N00613,Trap,238815,3300,Teatro,Campo,37000,42900,16,Sabado,No,No,6.0,1.0,68000,0,,
N00614,Trap,28373389,84000,Estadio,General,35000,40300,46,Viernes,No,Si,1.0,3.0,69000,0,,
N00615,Indie,425808,3300,Teatro,Campo,48000,58400,18,Viernes,No,Si,2.0,5.0,144000,0,,
N00616,Trap,65712,1100,Club,Platea Baja,48000,58200,13,Viernes,No,Si,1.0,4.0,112000,0,,
N00617,Trap,858856,1500,Club,Palco,111000,129100,3,Jueves,No,Si,2.0,3.0,157000,0,,
N00618,Pop internacional,337196,5000,Arena,campo,38000,47000,1,Miercoles,No,Si,2.0,7.0,55000,0,,
N00619,Indie,44592586,84000,Estadio,palco,185000,220200,24,Martes,Si,No,1.0,3.0,980000,0,,
N00620,Rock nacional,2408656,3300,Teatro,Platea Baja,60000,74300,1,Jueves,No,No,1.0,2.0,90000,0,,
N00621,Electronica,109470,1500,Club,Campo,40000,47100,32,Jueves,No,Si,2.0,1.0,110000,0,,
N00622,Trap,60000000,84000,Estadio,Platea Alta,51000,61300,6,Sabado,No,No,2.0,8.0,138000,0,,
N00623,Cumbia,60000000,84000,Estadio,Platea Baja,82000,98800,27,Martes,No,Si,2.0,1.0,295000,0,,
N00624,Cumbia,2351619,8400,Arena,Platea Baja,58000,72000,22,Viernes,No,No,4.0,1.0,141000,0,,
N00625,Trap,389772,3300,Teatro,Platea Alta,30000,36500,7,Viernes,No,No,1.0,8.0,70000,0,,
N00626,Electronica,2091892,8400,Arena,Pl. Baja,55000,65100,10,Domingo,Si,No,3.0,2.0,215000,0,,
N00627,Pop internacional,188386,1500,Club,Pl. Baja,42000,48500,1,Jueves,Si,No,1.0,1.0,66000,0,,
N00628,Rock nacional,10858040,25000,Estadio,Campo,55000,64100,13,Lunes,No,No,2.0,1.0,152000,0,,
N00629,Trap,50000,1100,Club,Platea Baja,46000,55000,2,Miercoles,No,No,4.0,4.0,90000,0,,
N00630,Trap,13654892,15000,Arena,General,31000,38700,2,Domingo,Si,Si,2.0,2.0,84000,0,,
N00631,Rock nacional,2453374,5000,Arena,Campo,50000,61400,6,Martes,No,Si,1.0,3.0,205000,0,,
N00632,Indie,32554226,45000,Estadio,campo,60000,71000,15,Jueves,No,No,2.0,6.0,186000,0,,
N00633,Pop internacional,132059,1500,Club,Pl. Baja,48000,55900,35,Sabado,No,Si,2.0,7.0,96000,0,,
N00634,Rock nacional,78182,1100,Club,Platea Alta,31000,36300,33,Jueves,No,Si,2.0,2.0,77000,0,,
N00635,Trap,1004418,5000,Arena,Platea Alta,34000,39700,13,Sabado,No,Si,2.0,7.0,139000,0,,
N00636,Indie,2635569,8400,Arena,General,24000,30000,12,Sabado,No,Si,1.0,5.0,129000,0,,
N00637,Pop internacional,25402803,45000,Estadio,Platea Baja,69000,81000,3,Domingo,No,Si,2.0,4.0,162000,0,,
N00638,Pop internacional,247456,1100,Club,Campo,38000,46700,8,Jueves,Si,Si,2.0,7.0,107000,0,,
N00639,Cumbia,79856,1500,Club,Campo,36000,42500,6,Sabado,No,Si,2.0,3.0,79000,0,,
